"Dominant_Topic","Percentage_Contribution","Topic_Keywords","Project_ID","Project_Title","Project_Status","Focus_Area","Sector","Subector","Region"
4,0.9875000119,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",28871,"Programm für nachhaltige Forstwirtschaft I","aktiv","Umwelt und Klima","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31220 - Forstentwicklung","Lateinamerika"
7,0.9894999862,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29029,"Treuhandbeteiligung Aavishkaar Social Entrepreneurship Fonds","aktiv","Wirtschaft und Finanzsektor","430 - Andere multisektorale Maßnahmen","43040 - Ländliche Entwicklung","Asien/Ozeanien"
9,0.5590000153,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",29033,"Regionaler Fonds zur Bildungsfinanzierung","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Afrika Subsahara"
5,0.9904999733,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29067,"Energiesektorprogramm V (Verbesserung des Übertragungsnetzes)","abgeschlossen","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23630 - Stromübertragung, -verteilung u. Speicher""","Europa/Kaukasus"
8,0.3725000024,"0.008*\"unterstützen\" + 0.007*\"umsetzung\" + 0.007*\"regierung\" + 0.006*\"national\" + 0.005*\"bevölkerung\" + 0.005*\"verbesserung\" + 0.005*\"kolumbianisch\" + 0.005*\"reform\" + 0.004*\"unterstützung\" + 0.004*\"leisten\"",29131,"Förderung erneuerbarer Energien in Südosteuropa - Entwicklung des Biomassemarktes in Serbien","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23270 - Biogas-/Biomasse (Strom u. Wärme)","Europa/Kaukasus"
1,0.9923999906,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",29156,"Abwasserentsorgung Nablus Ost","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14022 - Sanitärversorgung und Abwassermanagement -g","Nordafrika/Naher Osten"
5,0.9801999927,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29160,"Programm ländliche Infrastruktur - Phase III (RIP III)","abgeschlossen","Transport und Kommunikation","210 - Transport und Lagerhaltung","21020 - Straßenverkehrswesen","Asien/Ozeanien"
4,0.9905999899,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29187,"Biodiversität und Anpassung an den Klimawandel","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Asien/Ozeanien"
5,0.5103999972,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29221,"Familienplanung und HIV-Prävention IV","aktiv","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13030 - Familienplanung","Afrika Subsahara"
4,0.9919000268,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29240,"Regenwasserableitung Bamako","abgeschlossen","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14022 - Sanitärversorgung und Abwassermanagement -g","Afrika Subsahara"
7,0.7628999949,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29242,"NACHHALTIGES NATURRESSOURCEN-MANAGEMENT III","aktiv","Ernährung und Landwirtschaft","430 - Andere multisektorale Maßnahmen","43040 - Ländliche Entwicklung","Lateinamerika"
6,0.983799994,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",29292,"The Caucasus Nature Fund III (CNF)","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Europa/Kaukasus"
4,0.5264000297,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29293,"Förderung von Ökokorridoren im Südkaukasus","abgeschlossen","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Europa/Kaukasus"
1,0.4657999873,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",29318,"Brückenrehabilitierung Phase IV","aktiv","Transport und Kommunikation","210 - Transport und Lagerhaltung","21020 - Straßenverkehrswesen","Afrika Subsahara"
7,0.560199976,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29323,"Regionalfonds zur Stärkung der Dürreresilienz am Horn von Afrika","aktiv","Ernährung und Landwirtschaft","150 - Staat und Zivilgesellschaft","""15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon""","Afrika Subsahara"
5,0.9908000231,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29377,"""Schwerpunktprogramm Gesundheit, Komponente \""Mutter-Kind-Versorgung\"" Phase VI -Investition-""","aktiv","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13020 - Förderung reproduktiver Gesundheit","Asien/Ozeanien"
7,0.7468000054,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29398,"Gesundheitsinfrastruktur Azad jammu Kashmir (AJK)","aktiv","Gesundheit","120 - Gesundheitswesen","12230 - Infrastruktur im Bereich Basisgesundheit","Asien/Ozeanien"
5,0.9376000166,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29399,"Sektorvorhaben Gesundheitswesen III (Swap)","abgeschlossen","Gesundheit","120 - Gesundheitswesen","12110 - Gesundheitspolitik und Verwaltung des Gesundheitsw","Asien/Ozeanien"
3,0.9902999997,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",29427,"Urbane Klimaanpassung in Zentralamerika","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41040 - Gebietsschutz","Lateinamerika"
10,0.5532000065,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",29430,"Angepasstes Management von Ökosystemen zum Schutz vor Küstenerosion in einem sich ändernden Klima","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Lateinamerika"
5,0.9905999899,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29444,"Programm Wirtschafts- und Beschäftigungsförderung - Technische und Berufliche Ausbildung(TVET)","abgeschlossen","Wirtschaft und Finanzsektor","110 - Bildung","11330 - Berufliche Bildung","Afrika Subsahara"
7,0.774699986,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29474,"KKMU-Kreditprogramm zur Beschäftigungsförderung","abgeschlossen","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Nordafrika/Naher Osten"
5,0.5572000146,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29542,"Küstenschutz zur Anpassung an den Klimawandel in kleinen Inselstaaten der Karibik","abgeschlossen","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Lateinamerika"
5,0.9905999899,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29549,"Gemeindeentwicklung / BdE II","abgeschlossen","Demokratie","150 - Staat und Zivilgesellschaft","15110 - Politik und Verwaltung im öffentlichen Sekt","Lateinamerika"
5,0.597299993,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29561,"""Gesundheits-, Ernährungs- und Bevölkerungsprogramm II""","abgeschlossen","Gesundheit","120 - Gesundheitswesen","12110 - Gesundheitspolitik und Verwaltung des Gesundheitsw","Asien/Ozeanien"
5,0.5113000274,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29573,"Weiterentwicklung der Mikrofinanzinitiative für Sub-Sahara Afrika (MIFSSA II)","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Afrika Subsahara"
1,0.9921000004,"0.012*\"stadt\" + 0.010*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.008*\"finanzieren\" + 0.007*\"abwasserentsorgung\" + 0.006*\"krankenhaus\" + 0.006*\"kläranlage\" + 0.006*\"wasser\" + 0.005*\"national\" + 0.005*\"investition\"",29589,"""Anpassung an den Klimawandel in Adscharien -Küstenschutz- Regenwasserbewirtschaftungssystem Batumi, Phase 2""","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41050 - (alt) Hochwasserschutz","Europa/Kaukasus"
4,0.9898999929,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29594,"Klimaanp. d. nachhalt. Waldbau in wichtigen Einzugsgeb. in T. zur Sicherung der WV u. Schutz d.lok. Bev. vor Katastropen","abgeschlossen","Umwelt und Klima","""310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen""","31220 - Forstentwicklung","Asien/Ozeanien"
3,0.5644000173,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",29598,"Förderung der sozialen Infrastruktur (USIF IV)","abgeschlossen","Demokratie","150 - Staat und Zivilgesellschaft","15150 - Demokratische Teilhabe und Zivilgesellschaf","Europa/Kaukasus"
0,0.9585999846,"0.013*\"gesundheit\" + 0.012*\"reproduktiv\" + 0.011*\"bevölkerung\" + 0.010*\"hiv\" + 0.006*\"sexuell\" + 0.006*\"regional\" + 0.005*\"komponente\" + 0.005*\"familienplanung\" + 0.005*\"region\" + 0.004*\"frau\"",29599,"Krisensofortprogramm Wassersektor","abgeschlossen","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","""14030 - Trinkwasser, Sanitär u Abwasser-Grundl Vers""","Nordafrika/Naher Osten"
5,0.5885000229,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29600,"IWRM Küstenschutzprogramm Tunesien I","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41050 - (alt) Hochwasserschutz","Nordafrika/Naher Osten"
5,0.8860999942,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29609,"Modernisierung von medizinischen Multiprofilzentren der Gebietsebene II","aktiv","Gesundheit","120 - Gesundheitswesen","12191 - Medizinische Dienste","Asien/Ozeanien"
5,0.7735999823,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29625,"1000 Inseln - Programm Erneuerbare Energien für Elektrifizierung (REEP)","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23220 - Wasserkraftwerke","Asien/Ozeanien"
7,0.6197999716,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29655,"Einlagensicherungssystem","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24010 - Finanzsektorpolitik und -verwaltung","Afrika Subsahara"
9,0.9897000194,"0.005*\"finanzierung\" + 0.005*\"zugang\" + 0.004*\"privat\" + 0.004*\"entwicklung\" + 0.004*\"unternehmen\" + 0.004*\"ausbildung\" + 0.004*\"investition\" + 0.004*\"mef\" + 0.004*\"leisten\" + 0.004*\"land\"",29661,"Mikrofinanzfonds DWM Inclusive Finance Equity Fund","aktiv","Wirtschaft und Finanzsektor","240 - Finanzwesen","24030 - Finanzintermediäre des formellen Sektors","Global"
7,0.5325999856,"0.010*\"kkmu\" + 0.008*\"unterstützen\" + 0.007*\"unternehmen\" + 0.007*\"leisten\" + 0.006*\"nachhaltig\" + 0.005*\"finanzierung\" + 0.005*\"wirtschaftlich\" + 0.005*\"verbessern\" + 0.005*\"finanzieren\" + 0.005*\"bank\"",29665,"Basisernährung Mutter- und Kindgesundheit","abgeschlossen","Gesundheit","120 - Gesundheitswesen","12240 - Grundlegende Ernährung","Nordafrika/Naher Osten"
4,0.986800015,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29691,"Transnationale Naturschutzgebiete Great Limpopo Park IV","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
4,0.9940999746,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29693,"Wildhüterausbildung in der SADC-Region","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
4,0.8208000064,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29734,"Förderung klimafreundlicher Biogastechnologien","aktiv","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","23270 - Biogas-/Biomasse (Strom u. Wärme)","Lateinamerika"
4,0.8677999973,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29737,"Programm Wasserverlustreduktion","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14015 - Erhaltung von Wasserressourcen","Lateinamerika"
5,0.5511999726,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29763,"REDD Early Mover","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Global"
3,0.8788999915,"0.011*\"kind\" + 0.007*\"finanzierung\" + 0.007*\"verbesserung\" + 0.006*\"lokal\" + 0.006*\"zugang\" + 0.005*\"leisten\" + 0.005*\"komponente\" + 0.005*\"bevölkerung\" + 0.004*\"jugendlich\" + 0.004*\"sozial\"",29783,"Stärkung von Public Private Partnerships zur Förderung reproduktiver Gesundheit","abgeschlossen","Gesundheit","130 - Bevölkerungspolitik/-programme u. repd. Gesundheit","13020 - Förderung reproduktiver Gesundheit","Afrika Subsahara"
5,0.8945999742,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29805,"Programm Stadtentwicklung/Abwasser","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14022 - Sanitärversorgung und Abwassermanagement -g","Asien/Ozeanien"
2,0.676699996,"0.008*\"efse\" + 0.006*\"fonds\" + 0.005*\"treuhandfonds\" + 0.005*\"fond\" + 0.005*\"privat\" + 0.004*\"national\" + 0.004*\"region\" + 0.004*\"hoch\" + 0.003*\"entsprechend\" + 0.003*\"struktur\"",29822,"Programm Kommunaler Umweltschutz","aktiv","Wasser und Abfall","140 - Wasser und Abwasser-/Abfallentsorgung","14022 - Sanitärversorgung und Abwassermanagement -g","Lateinamerika"
4,0.8093000054,"0.015*\"nachhaltig\" + 0.010*\"bevölkerung\" + 0.006*\"ressource\" + 0.006*\"natürlich\" + 0.006*\"investition\" + 0.006*\"leisten\" + 0.006*\"finanzierung\" + 0.006*\"schutz\" + 0.006*\"national\" + 0.005*\"lokal\"",29861,"""Progr. Nachh. Waldbewirtschaftg. im Kongobecken-Umweltstift.Tri-National de la Sangha(TNS), Finanzierungsf. Rep. Kamerun""","aktiv","Umwelt und Klima","410 - Umweltschutz allgemein","41030 - Biodiversität","Afrika Subsahara"
5,0.9908000231,"0.009*\"bevölkerung\" + 0.008*\"verbesserung\" + 0.006*\"leisten\" + 0.006*\"nachhaltig\" + 0.006*\"ländlich\" + 0.005*\"national\" + 0.005*\"energie\" + 0.005*\"unterstützen\" + 0.005*\"land\" + 0.005*\"öffentlich\"",29865,"Erweiterung der University of Namibia (UNAM) - Ongwediva Campus Phase II","aktiv","Transport und Kommunikation","110 - Bildung","11420 - Hochschulbildung","Afrika Subsahara"
0,0.9912999868,"0.013*\"gesundheit\" + 0.012*\"reproduktiv\" + 0.011*\"bevölkerung\" + 0.010*\"hiv\" + 0.006*\"sexuell\" + 0.006*\"regional\" + 0.005*\"komponente\" + 0.005*\"familienplanung\" + 0.005*\"region\" + 0.004*\"frau\"",29866,"Förderung der Gesundheitsprogramme der Aga Khan University (AKU)","aktiv","Bildung","120 - Gesundheitswesen","12181 - Medizinische Aus- und Fortbildung","Afrika Subsahara"
10,0.9013000131,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",29871,"Kofinanzierung des Kombikraftwerks \"Punta del Tigre B\"","abgeschlossen","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23310 - Erzeugung nicht RE, nicht spez. Maßn.""","Lateinamerika"
6,0.9918000102,"0.007*\"bevölkerung\" + 0.006*\"verbesserung\" + 0.005*\"distrikt\" + 0.005*\"lokal\" + 0.005*\"nachhaltig\" + 0.005*\"leisten\" + 0.004*\"umsetzung\" + 0.004*\"finanzieren\" + 0.004*\"unterstützen\" + 0.004*\"stärken\"",51708,"Bekämpfung von Mangelernährung und Stärkung der Resilienz in Madagaskar (UNICEF)","aktiv","Ernährung und Landwirtschaft","120 - Gesundheitswesen","12240 - Grundlegende Ernährung","Afrika Subsahara"
10,0.4208000004,"0.019*\"flüchtling\" + 0.010*\"zugang\" + 0.009*\"gemeinde\" + 0.009*\"sozial\" + 0.008*\"bevölkerung\" + 0.007*\"syrisch\" + 0.007*\"verbesserung\" + 0.007*\"aufnehmend\" + 0.006*\"infrastruktur\" + 0.005*\"libanon\"",29872,"FZ-Programm zur Markterschließung erneuerbarer Energien in Mexiko","abgeschlossen","Energie","""230 - Energieerzeugung, -verteilung und -effizienz""","""23210 - Energieerzeugung, erneuerbare Quellen""","Lateinamerika"
