Dominant_Topic,Percentage_Contribution,Topic_Keywords,Project_ID,Project_Title,Project_Status,Focus_Area,Sector,Subector,Region,Topic_Category,Topic_Label
6,0.987,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",29737,Programm Wasserverlustreduktion,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14015 - Erhaltung von Wasserressourcen,Lateinamerika,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
8,0.5242,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",29763,REDD Early Mover,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Global,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
7,0.9927,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",29783,Stärkung von Public Private Partnerships zur Förderung reproduktiver Gesundheit,abgeschlossen,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Afrika Subsahara,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
4,0.9856,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",29805,Programm Stadtentwicklung/Abwasser,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14022 - Sanitärversorgung und Abwassermanagement -g,Asien/Ozeanien,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
8,0.8979,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",29822,Programm Kommunaler Umweltschutz,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14022 - Sanitärversorgung und Abwassermanagement -g,Lateinamerika,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
11,0.9908,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",29861,"Progr. Nachh. Waldbewirtschaftg. im Kongobecken-Umweltstift.Tri-National de la Sangha(TNS), Finanzierungsf. Rep. Kamerun",aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
5,0.9908,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",29865,Erweiterung der University of Namibia (UNAM) - Ongwediva Campus Phase II,aktiv,Transport und Kommunikation,110 - Bildung,11420 - Hochschulbildung,Afrika Subsahara,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
6,0.8156,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",29866,Förderung der Gesundheitsprogramme der Aga Khan University (AKU),aktiv,Bildung,120 - Gesundheitswesen,12181 - Medizinische Aus- und Fortbildung,Afrika Subsahara,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
11,0.6985,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",29871,"Kofinanzierung des Kombikraftwerks ""Punta del Tigre B""",abgeschlossen,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23310 - Erzeugung nicht RE, nicht spez. Maßn.",Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.6493,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",51708,Bekämpfung von Mangelernährung und Stärkung der Resilienz in Madagaskar (UNICEF),aktiv,Ernährung und Landwirtschaft,120 - Gesundheitswesen,12240 - Grundlegende Ernährung,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
10,0.4625,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",29872,FZ-Programm zur Markterschließung erneuerbarer Energien in Mexiko,abgeschlossen,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Lateinamerika,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
11,0.6298,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",29893,Nachhaltiger Waldschutz,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Asien/Ozeanien,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
2,0.6156,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",29894,KMU-Beteiligungsfonds Tunesien (TunInvest Croissance) (Inv.),aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Nordafrika/Naher Osten,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
1,0.6597,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",29937,Entwicklung von Wasserkraft und erneuerbaren Energien II,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Asien/Ozeanien,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
11,0.9945,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",29965,Maßnahmen zur Klimaanpassung in Beira,abgeschlossen,Demokratie,430 - Andere multisektorale Maßnahmen,43030 - Stadtentwicklung und -verwaltung,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
8,0.9917,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",51740,InsuResilience Solutions Fund V,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
3,0.9883,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",29968,Fairtrade Access Fund,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
8,0.4781,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",29973,Stärkung der ländlichen Resilienz in Südsomalia,abgeschlossen,Ernährung und Landwirtschaft,430 - Andere multisektorale Maßnahmen,43040 - Ländliche Entwicklung,Afrika Subsahara,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
10,0.986,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",29994,PISEAU II Verbesserung des Wasserressourcenmanagements (Darlehen),aktiv,Wasser und Abfall,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31140 - Landwirtschaftliche Wasserressourcen,Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
8,0.9925,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",30004,Beteiligung am gemeinschaftlichen Programm für makroökonomische Unterstützung VII,abgeschlossen,Demokratie,510 - Allgemeine Budgethilfe,51010 - Allgemeine Budgethilfe,Afrika Subsahara,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
11,0.8342,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",30010,"Integrierte Verbundfinanzierung ""Sektorreformprogramm Siedlungswasserwirtschaft (PGF) V""",aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
4,0.9843,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",30022,Windpark Podvelezje,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Europa/Kaukasus,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
10,0.5239,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",30024,Rehabilitierung von Wasserkraftwerken II,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23220 - Wasserkraftwerke,Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
11,0.7707,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",30028,Programm zur Unterstützung der Dezentralisierung und guten Regierungsführung - RLDSF II,abgeschlossen,Demokratie,150 - Staat und Zivilgesellschaft,15112 - Dezentral.u.Förd.Subnation.Gebietskörpersch,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
8,0.9916,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",51742,InsuResilience Solutions Fund (ISF) VI,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
10,0.6901,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",30057,Programm Erneuerbare Energien: Photovoltaik Pilotanlage,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23230 - Solarenergie für Verbundnetze,Afrika Subsahara,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
6,0.9906,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",30081,Unterstützung des RAHA Programms,abgeschlossen,Friedensentwicklung und Krisenprävention,930 - Flüchtlingshilfe im Geberland,93010 - Flüchtlingshilfe im Geberland,Asien/Ozeanien,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
4,0.9934,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",30082,Berufliche Bildung und Jugendbeschäftigung,aktiv,Bildung,110 - Bildung,11330 - Berufliche Bildung,Afrika Subsahara,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
3,0.9885,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",30127,Programm zur Förderung der beruflichen Bildung,aktiv,Bildung,110 - Bildung,11330 - Berufliche Bildung,Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
10,0.5238,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",51835,"Programm Unterstützung Erneuerbare Energien (RE)-Strategie STEG, Phase 2 - Darlehen",aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
9,0.9928,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",30150,Landwirtschaft,aktiv,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31120 - Landwirtschaftsentwicklung,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
1,0.7868,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",30155,HIV/AIDS-Prävention und Förderung der reproduktiven Gesundheit in der Karibik IV,abgeschlossen,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
2,0.9906,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",30162,Sektorprogramm Mikrofinanz IV,abgeschlossen,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
11,0.994,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",30168,Nachhaltiges Management des Selous-Wildschutzgebietes,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
7,0.8823,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",30205,Programm zur Unterstützung der Dezentralisierung,aktiv,Demokratie,150 - Staat und Zivilgesellschaft,15112 - Dezentral.u.Förd.Subnation.Gebietskörpersch,Afrika Subsahara,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
10,0.984,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",30207,Verbesserung der Stromübertragung in der Westzone Bangladeschs,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23630 - Stromübertragung, -verteilung u. Speicher",Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
9,0.754,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",30222,CCBRT - Kofinanzierung einer Mutter-Kind-Klinik,aktiv,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
